experiment,timestamp,pooled_error_pct,worst_interface_error_pct,wrong_direction_interfaces,imputed_interface_observations,ambiguous_interface_observations,minimum_sample_count,minimum_distinct_timestamp_count,pooled_rank,minimax_rank
reference_NY46__paper_roles,2019-01-01 00:00:00,12.0324575661,53.1343072058,0,0,0,13,12,5415,4407
reference_NY46__paper_roles,2019-01-01 01:00:00,11.1139462815,49.6785976282,0,0,0,12,12,4721,4179
reference_NY46__paper_roles,2019-01-01 02:00:00,13.9136670405,47.76450216,0,0,0,12,12,6480,4021
reference_NY46__paper_roles,2019-01-01 03:00:00,11.3366808318,52.8988358891,0,0,0,12,12,4900,4385
reference_NY46__paper_roles,2019-01-01 04:00:00,14.2083773008,73.7401019396,0,0,0,12,12,6616,5390
reference_NY46__paper_roles,2019-01-01 05:00:00,16.432145005,60.8618132942,0,0,0,12,12,7461,4836
reference_NY46__paper_roles,2019-01-01 06:00:00,16.9923434536,70.2509816501,0,0,0,12,12,7623,5254
reference_NY46__paper_roles,2019-01-01 07:00:00,18.8456728722,130.186771145,0,0,0,12,12,7987,6795
reference_NY46__paper_roles,2019-01-01 08:00:00,16.7831197237,489.967164504,0,0,0,12,12,7561,8240
reference_NY46__paper_roles,2019-01-01 09:00:00,16.7245223939,639.273480378,0,0,0,12,12,7544,8359
reference_NY46__paper_roles,2019-01-01 10:00:00,15.779325817,163.482699569,0,0,0,12,12,7246,7201
reference_NY46__paper_roles,2019-01-01 11:00:00,14.0877233784,173.896938819,0,0,0,12,12,6568,7302
reference_NY46__paper_roles,2019-01-01 12:00:00,15.6595412541,216.085001298,0,0,0,12,12,7198,7581
reference_NY46__paper_roles,2019-01-01 13:00:00,19.8665928244,480.733258674,0,0,0,12,12,8156,8227
reference_NY46__paper_roles,2019-01-01 14:00:00,18.2475619304,525.181155006,0,0,0,12,12,7903,8280
reference_NY46__paper_roles,2019-01-01 15:00:00,15.7467292572,205.085465594,0,0,0,12,12,7235,7523
reference_NY46__paper_roles,2019-01-01 16:00:00,17.8456930945,235.468456144,0,0,0,12,12,7815,7688
reference_NY46__paper_roles,2019-01-01 17:00:00,19.142517278,168.620077055,0,0,0,12,12,8039,7247
reference_NY46__paper_roles,2019-01-01 18:00:00,17.8309668828,163.495055183,0,0,0,12,12,7810,7202
reference_NY46__paper_roles,2019-01-01 19:00:00,17.7256232804,132.274349671,0,0,0,12,12,7788,6822
reference_NY46__paper_roles,2019-01-01 20:00:00,15.9409352386,133.789548582,0,0,0,12,12,7304,6845
reference_NY46__paper_roles,2019-01-01 21:00:00,19.7436662504,174.518937996,0,0,0,12,12,8135,7307
reference_NY46__paper_roles,2019-01-01 22:00:00,22.3691241277,278.041581153,0,0,0,12,12,8436,7848
reference_NY46__paper_roles,2019-01-01 23:00:00,15.4164055768,98.2636725757,0,0,0,12,12,7105,6178
reference_NY46__paper_roles,2019-01-02 00:00:00,18.1526534014,114.927814097,0,0,0,12,12,7886,6520
reference_NY46__paper_roles,2019-01-02 01:00:00,20.5253983949,108.374575516,0,0,0,12,12,8243,6401
reference_NY46__paper_roles,2019-01-02 02:00:00,19.6237133155,109.13424891,0,0,0,12,12,8119,6414
reference_NY46__paper_roles,2019-01-02 03:00:00,18.8451439525,78.1571397115,0,0,0,12,12,7986,5558
reference_NY46__paper_roles,2019-01-02 04:00:00,21.6626727466,109.931125477,0,0,0,12,12,8372,6431
reference_NY46__paper_roles,2019-01-02 05:00:00,18.6764277822,119.907034332,0,0,0,12,12,7962,6602
reference_NY46__paper_roles,2019-01-02 06:00:00,15.7430421265,84.4683747997,0,0,0,12,12,7234,5777
reference_NY46__paper_roles,2019-01-02 07:00:00,20.8700742895,155.603710426,0,0,0,12,12,8285,7118
reference_NY46__paper_roles,2019-01-02 08:00:00,20.6309546013,131.882111486,0,0,0,12,12,8258,6819
reference_NY46__paper_roles,2019-01-02 09:00:00,21.9457791482,156.815334587,0,0,0,12,12,8398,7128
reference_NY46__paper_roles,2019-01-02 10:00:00,19.5514307422,122.398656683,0,0,0,12,12,8099,6663
reference_NY46__paper_roles,2019-01-02 11:00:00,23.2864022739,143.098685069,0,0,0,12,12,8496,6971
reference_NY46__paper_roles,2019-01-02 12:00:00,23.4933011496,179.505286409,0,0,0,12,12,8512,7341
reference_NY46__paper_roles,2019-01-02 13:00:00,22.6413827755,194.051227944,0,0,0,12,12,8455,7443
reference_NY46__paper_roles,2019-01-02 14:00:00,23.1470115546,183.240954986,0,0,0,12,12,8484,7368
reference_NY46__paper_roles,2019-01-02 15:00:00,18.8163540515,98.5999262857,0,0,0,12,12,7981,6184
reference_NY46__paper_roles,2019-01-02 16:00:00,22.5975862858,108.41712936,0,0,0,13,13,8453,6404
reference_NY46__paper_roles,2019-01-02 17:00:00,20.4871290547,78.9254200533,0,0,0,11,11,8239,5576
reference_NY46__paper_roles,2019-01-02 18:00:00,19.5960375463,85.0856023821,0,0,0,12,12,8111,5799
reference_NY46__paper_roles,2019-01-02 19:00:00,21.6756214715,107.82504073,0,0,0,12,12,8374,6392
reference_NY46__paper_roles,2019-01-02 20:00:00,16.5216002576,92.5700558865,0,0,0,12,12,7488,6027
reference_NY46__paper_roles,2019-01-02 21:00:00,14.2629790457,76.8270540441,0,0,0,13,12,6635,5508
reference_NY46__paper_roles,2019-01-02 22:00:00,16.994629264,39.1211553395,0,0,0,11,11,7624,3345
reference_NY46__paper_roles,2019-01-02 23:00:00,16.8754680259,56.0049100181,0,0,0,12,12,7584,4586
reference_NY46__paper_roles,2019-01-03 00:00:00,13.0483794341,28.6563881544,0,0,0,12,12,6001,2272
reference_NY46__paper_roles,2019-01-03 01:00:00,17.6458141841,56.4674344049,0,0,0,12,12,7771,4608
reference_NY46__paper_roles,2019-01-03 02:00:00,18.618472432,52.0241529086,0,0,0,12,12,7953,4336
reference_NY46__paper_roles,2019-01-03 03:00:00,21.1951657801,66.2604399383,0,0,0,12,12,8328,5092
reference_NY46__paper_roles,2019-01-03 04:00:00,24.8591570229,98.7637429513,0,0,0,12,12,8575,6189
reference_NY46__paper_roles,2019-01-03 05:00:00,19.5260749517,98.1623435661,0,0,0,12,12,8093,6176
reference_NY46__paper_roles,2019-01-03 06:00:00,13.2801816116,87.3432732367,0,0,0,12,12,6124,5863
reference_NY46__paper_roles,2019-01-03 07:00:00,18.9353630925,109.762129966,0,0,0,12,12,8005,6427
reference_NY46__paper_roles,2019-01-03 08:00:00,17.639265039,98.681226976,0,0,0,12,12,7768,6186
reference_NY46__paper_roles,2019-01-03 09:00:00,14.0966749503,73.0607382336,0,0,0,12,12,6572,5355
reference_NY46__paper_roles,2019-01-03 10:00:00,10.9371307344,46.9159412996,0,0,0,12,12,4588,3956
reference_NY46__paper_roles,2019-01-03 11:00:00,11.4636389667,68.4007638213,0,0,0,12,12,4996,5187
reference_NY46__paper_roles,2019-01-03 12:00:00,13.6517571871,99.3969542833,0,0,0,12,12,6343,6208
reference_NY46__paper_roles,2019-01-03 13:00:00,16.8439500629,101.829891289,0,0,0,12,12,7577,6273
reference_NY46__paper_roles,2019-01-03 14:00:00,14.3878022359,71.1039335383,0,0,0,12,12,6701,5289
reference_NY46__paper_roles,2019-01-03 15:00:00,13.0560595671,61.4695609566,0,0,0,12,12,6011,4862
reference_NY46__paper_roles,2019-01-03 16:00:00,12.8372371471,39.5504071369,0,0,0,12,12,5886,3384
reference_NY46__paper_roles,2019-01-03 17:00:00,12.4550959253,34.2413699285,0,0,0,12,12,5682,2877
reference_NY46__paper_roles,2019-01-03 18:00:00,13.8245757284,55.3268292477,0,0,0,12,12,6434,4541
reference_NY46__paper_roles,2019-01-03 19:00:00,14.4015143474,55.598168729,0,0,0,12,12,6711,4561
reference_NY46__paper_roles,2019-01-03 20:00:00,8.82051710182,34.8029493864,0,0,0,12,12,2809,2936
reference_NY46__paper_roles,2019-01-03 21:00:00,10.2523796199,44.5213022894,0,0,0,12,12,4045,3776
reference_NY46__paper_roles,2019-01-03 22:00:00,12.1378109736,32.1429241062,0,0,0,12,12,5480,2661
reference_NY46__paper_roles,2019-01-03 23:00:00,6.97150246822,27.0581369785,0,0,0,12,12,1322,2084
reference_NY46__paper_roles,2019-01-04 00:00:00,9.13797732015,36.4647066679,0,0,0,12,12,3074,3091
reference_NY46__paper_roles,2019-01-04 01:00:00,11.0726736124,42.9874683516,0,0,0,12,12,4689,3660
reference_NY46__paper_roles,2019-01-04 02:00:00,10.4870001367,48.0511640218,0,0,0,12,12,4229,4048
reference_NY46__paper_roles,2019-01-04 03:00:00,11.9407014287,42.8773096464,0,0,0,12,12,5354,3647
reference_NY46__paper_roles,2019-01-04 04:00:00,6.10104322246,23.8399218032,0,0,0,12,12,796,1658
reference_NY46__paper_roles,2019-01-04 05:00:00,11.2807443533,45.4216527308,0,0,0,12,12,4856,3847
reference_NY46__paper_roles,2019-01-04 06:00:00,7.69691632038,41.0223472669,0,0,0,12,12,1870,3517
reference_NY46__paper_roles,2019-01-04 07:00:00,6.24321799773,33.5692377737,0,0,0,12,12,867,2810
reference_NY46__paper_roles,2019-01-04 08:00:00,5.67623271403,36.8808916531,0,0,0,12,12,613,3133
reference_NY46__paper_roles,2019-01-04 09:00:00,5.32019335541,36.4178021044,0,0,0,12,12,477,3084
reference_NY46__paper_roles,2019-01-04 10:00:00,6.0644666658,59.0506749058,0,0,0,12,12,781,4745
reference_NY46__paper_roles,2019-01-04 11:00:00,9.21717003355,89.2513727869,0,0,0,12,12,3154,5920
reference_NY46__paper_roles,2019-01-04 12:00:00,10.7973579819,102.636103711,0,0,0,12,12,4482,6290
reference_NY46__paper_roles,2019-01-04 13:00:00,13.8883169148,111.904586896,0,0,0,12,12,6468,6467
reference_NY46__paper_roles,2019-01-04 14:00:00,13.0849567429,98.9873396053,0,0,0,12,12,6026,6193
reference_NY46__paper_roles,2019-01-04 15:00:00,9.57486384494,81.9055146089,0,0,0,12,12,3479,5695
reference_NY46__paper_roles,2019-01-04 16:00:00,8.32101383778,70.4759728233,0,0,0,12,12,2367,5266
reference_NY46__paper_roles,2019-01-04 17:00:00,9.97351469612,57.3287630767,0,0,0,13,12,3817,4662
reference_NY46__paper_roles,2019-01-04 18:00:00,9.15307244877,53.8084780931,0,0,0,12,12,3088,4451
reference_NY46__paper_roles,2019-01-04 19:00:00,11.7149447852,75.2590818623,0,0,0,12,12,5166,5451
reference_NY46__paper_roles,2019-01-04 20:00:00,10.5121183155,72.9413609134,0,0,0,12,12,4254,5353
reference_NY46__paper_roles,2019-01-04 21:00:00,7.84424979368,48.1742655674,0,0,0,12,12,1970,4055
reference_NY46__paper_roles,2019-01-04 22:00:00,11.9677171959,26.7417854128,0,0,0,12,12,5373,2043
reference_NY46__paper_roles,2019-01-04 23:00:00,7.18981438334,19.3328533914,0,0,0,12,12,1467,1037
reference_NY46__paper_roles,2019-01-05 00:00:00,9.15447238242,33.9252545312,0,0,0,12,12,3090,2848
reference_NY46__paper_roles,2019-01-05 01:00:00,9.61373826617,38.8883976144,0,0,0,12,12,3520,3324
reference_NY46__paper_roles,2019-01-05 02:00:00,7.85779537453,20.8934572626,0,0,0,12,12,1981,1256
reference_NY46__paper_roles,2019-01-05 03:00:00,11.254621414,36.0396711292,0,0,0,12,12,4835,3053
reference_NY46__paper_roles,2019-01-05 04:00:00,12.5083300118,43.519060098,0,0,0,12,12,5705,3701
reference_NY46__paper_roles,2019-01-05 05:00:00,12.7087459462,64.5078651965,0,0,0,12,12,5809,5010
reference_NY46__paper_roles,2019-01-05 06:00:00,13.2206431075,38.8738581489,0,0,0,12,12,6089,3321
reference_NY46__paper_roles,2019-01-05 07:00:00,10.8243972554,44.0088607443,0,0,0,12,12,4502,3734
reference_NY46__paper_roles,2019-01-05 08:00:00,7.52621812863,25.2949515055,0,0,0,12,12,1735,1851
reference_NY46__paper_roles,2019-01-05 09:00:00,7.06938029265,26.6670949354,0,0,0,12,12,1384,2037
reference_NY46__paper_roles,2019-01-05 10:00:00,4.38727595955,12.413379838,0,0,0,12,12,191,240
reference_NY46__paper_roles,2019-01-05 11:00:00,4.5021918167,8.26063831812,0,0,0,12,12,222,51
reference_NY46__paper_roles,2019-01-05 12:00:00,5.04819227196,7.78459929968,0,0,0,12,12,375,39
reference_NY46__paper_roles,2019-01-05 13:00:00,4.17079858968,7.93118892679,0,0,0,12,12,159,40
reference_NY46__paper_roles,2019-01-05 14:00:00,5.553296829,10.2890412994,0,0,0,12,12,563,131
reference_NY46__paper_roles,2019-01-05 15:00:00,5.53082340444,18.3800098081,0,0,0,12,12,550,887
reference_NY46__paper_roles,2019-01-05 16:00:00,4.9217233901,10.3289390766,0,0,0,12,12,343,134
reference_NY46__paper_roles,2019-01-05 17:00:00,6.62799466927,20.3004485151,0,0,0,12,12,1107,1172
reference_NY46__paper_roles,2019-01-05 18:00:00,7.14420425483,14.6787840115,0,0,0,12,12,1433,459
reference_NY46__paper_roles,2019-01-05 19:00:00,9.86596406539,22.3963600286,0,0,0,12,12,3735,1468
reference_NY46__paper_roles,2019-01-05 20:00:00,8.31598872639,24.7665469091,0,0,0,12,12,2358,1787
reference_NY46__paper_roles,2019-01-05 21:00:00,11.4227647773,28.5571697588,0,0,0,12,12,4966,2261
reference_NY46__paper_roles,2019-01-05 22:00:00,12.7138167795,24.34331906,0,0,0,12,12,5812,1725
reference_NY46__paper_roles,2019-01-05 23:00:00,11.3817209325,21.4387729103,0,0,0,12,12,4939,1332
reference_NY46__paper_roles,2019-01-06 00:00:00,10.4354569107,20.0999108421,0,0,0,12,12,4189,1146
reference_NY46__paper_roles,2019-01-06 01:00:00,9.84292509082,27.5648053782,0,0,0,12,12,3711,2138
reference_NY46__paper_roles,2019-01-06 02:00:00,11.0941080128,34.027234537,0,0,0,12,12,4708,2856
reference_NY46__paper_roles,2019-01-06 03:00:00,11.6165627838,39.352288264,0,0,0,12,12,5095,3368
reference_NY46__paper_roles,2019-01-06 04:00:00,10.8017251541,40.4078536072,0,0,0,12,12,4487,3457
reference_NY46__paper_roles,2019-01-06 05:00:00,8.13724454521,36.7140920023,0,0,0,12,12,2208,3117
reference_NY46__paper_roles,2019-01-06 06:00:00,9.66573923035,43.4557890589,0,0,0,12,12,3566,3698
reference_NY46__paper_roles,2019-01-06 07:00:00,9.57602449111,29.9467652352,0,0,0,12,12,3483,2424
reference_NY46__paper_roles,2019-01-06 08:00:00,12.5715876408,54.7607225207,0,0,0,12,12,5740,4510
reference_NY46__paper_roles,2019-01-06 09:00:00,7.18575627353,19.8555030329,0,0,0,12,12,1463,1111
reference_NY46__paper_roles,2019-01-06 10:00:00,9.65222277708,32.4122438119,0,0,0,12,12,3551,2687
reference_NY46__paper_roles,2019-01-06 11:00:00,8.33052887575,21.8749273802,0,0,0,12,12,2376,1386
reference_NY46__paper_roles,2019-01-06 12:00:00,8.54087572852,30.2390508716,0,0,0,12,12,2554,2450
reference_NY46__paper_roles,2019-01-06 13:00:00,11.0929044208,78.1481786562,0,0,0,12,12,4707,5557
reference_NY46__paper_roles,2019-01-06 14:00:00,12.5788362873,88.137915781,0,0,0,12,12,5745,5883
reference_NY46__paper_roles,2019-01-06 15:00:00,11.3607653324,79.0991216187,0,0,0,12,12,4922,5584
reference_NY46__paper_roles,2019-01-06 16:00:00,13.2213896254,85.3210753162,0,0,0,12,12,6090,5812
reference_NY46__paper_roles,2019-01-06 17:00:00,10.0410777308,53.0882377688,0,0,0,12,12,3879,4403
reference_NY46__paper_roles,2019-01-06 18:00:00,12.0655780961,55.9964956071,0,0,0,12,12,5438,4585
reference_NY46__paper_roles,2019-01-06 19:00:00,10.9481086488,47.5439802115,0,0,0,12,12,4596,4012
reference_NY46__paper_roles,2019-01-06 20:00:00,6.16427776346,16.3567754738,0,0,0,12,12,825,641
reference_NY46__paper_roles,2019-01-06 21:00:00,6.33639318857,16.0811012685,0,0,0,12,12,923,619
reference_NY46__paper_roles,2019-01-06 22:00:00,4.8295553906,14.3679549149,0,0,0,12,12,314,427
reference_NY46__paper_roles,2019-01-06 23:00:00,9.09693282319,39.7637266292,0,0,0,12,12,3042,3408
reference_NY46__paper_roles,2019-01-07 00:00:00,9.44930939116,27.9119782872,0,0,0,12,12,3348,2179
reference_NY46__paper_roles,2019-01-07 01:00:00,10.6945520715,29.1741093568,0,0,0,12,12,4402,2332
reference_NY46__paper_roles,2019-01-07 02:00:00,10.248109084,39.9058541259,0,0,0,12,12,4042,3420
reference_NY46__paper_roles,2019-01-07 03:00:00,10.8629712292,34.3597197687,0,0,0,12,12,4538,2890
reference_NY46__paper_roles,2019-01-07 04:00:00,13.1746841685,33.3482157416,0,0,0,12,12,6070,2783
reference_NY46__paper_roles,2019-01-07 05:00:00,16.259413119,52.7953334519,0,0,0,12,12,7409,4377
reference_NY46__paper_roles,2019-01-07 06:00:00,8.16177180209,15.8233567737,0,0,0,12,12,2228,577
reference_NY46__paper_roles,2019-01-07 07:00:00,3.60491982365,6.34591375874,0,0,0,12,12,78,7
reference_NY46__paper_roles,2019-01-07 08:00:00,3.87625629721,7.44856353429,0,0,0,12,12,114,34
reference_NY46__paper_roles,2019-01-07 09:00:00,5.43078035667,8.26176639145,0,0,0,12,12,520,52
reference_NY46__paper_roles,2019-01-07 10:00:00,7.81266735764,12.3082255309,0,0,0,12,12,1947,230
reference_NY46__paper_roles,2019-01-07 11:00:00,7.11409156135,13.1516856222,0,0,0,12,12,1415,308
reference_NY46__paper_roles,2019-01-07 12:00:00,7.11382146359,12.784993792,0,0,0,12,12,1414,278
reference_NY46__paper_roles,2019-01-07 13:00:00,8.52420750322,13.6995589216,0,0,0,12,12,2540,363
reference_NY46__paper_roles,2019-01-07 14:00:00,7.93168561351,15.2389695412,0,0,0,12,12,2034,515
reference_NY46__paper_roles,2019-01-07 15:00:00,6.63250978987,15.9290515145,0,0,0,12,12,1110,595
reference_NY46__paper_roles,2019-01-07 16:00:00,8.01363961215,23.0628596865,0,0,0,12,12,2108,1552
reference_NY46__paper_roles,2019-01-07 17:00:00,10.4930020178,36.9067723759,0,0,0,12,12,4234,3136
reference_NY46__paper_roles,2019-01-07 18:00:00,12.1095580593,60.8877149458,0,0,0,12,12,5466,4837
reference_NY46__paper_roles,2019-01-07 19:00:00,9.0064993181,48.5140245875,0,0,0,12,12,2974,4088
reference_NY46__paper_roles,2019-01-07 20:00:00,6.98254715346,24.3354641212,0,0,0,12,12,1331,1724
reference_NY46__paper_roles,2019-01-07 21:00:00,7.20532545419,15.5712097402,0,0,0,12,12,1474,547
reference_NY46__paper_roles,2019-01-07 22:00:00,12.48062016,29.0700660989,0,0,0,12,12,5696,2325
reference_NY46__paper_roles,2019-01-07 23:00:00,9.16625550513,27.1615183416,0,0,0,12,12,3107,2092
reference_NY46__paper_roles,2019-01-08 00:00:00,8.22732895089,17.0038460554,0,0,0,12,12,2284,724
reference_NY46__paper_roles,2019-01-08 01:00:00,7.29173022876,23.0866192676,0,0,0,12,12,1526,1554
reference_NY46__paper_roles,2019-01-08 02:00:00,6.67609164322,19.0260260983,0,0,0,12,12,1139,989
reference_NY46__paper_roles,2019-01-08 03:00:00,10.4132175195,50.1006676723,0,0,0,12,12,4178,4205
reference_NY46__paper_roles,2019-01-08 04:00:00,11.6877336731,39.7541009606,0,0,0,12,12,5153,3405
reference_NY46__paper_roles,2019-01-08 05:00:00,11.730848296,36.6278198422,0,0,0,12,12,5178,3108
reference_NY46__paper_roles,2019-01-08 06:00:00,12.0356934308,60.308342596,0,0,0,12,12,5420,4808
reference_NY46__paper_roles,2019-01-08 07:00:00,8.49033973436,57.2371979482,0,0,0,13,12,2513,4656
reference_NY46__paper_roles,2019-01-08 08:00:00,7.21893932893,52.4067123531,0,0,0,12,12,1485,4361
reference_NY46__paper_roles,2019-01-08 09:00:00,6.40000117998,47.0671450865,0,0,0,12,12,971,3967
reference_NY46__paper_roles,2019-01-08 10:00:00,5.2842605324,25.6386686605,0,0,0,12,12,465,1893
reference_NY46__paper_roles,2019-01-08 11:00:00,6.42774912632,25.9880492227,0,0,0,12,12,988,1950
reference_NY46__paper_roles,2019-01-08 12:00:00,6.82890937166,27.6773171579,0,0,0,12,12,1225,2154
reference_NY46__paper_roles,2019-01-08 13:00:00,6.00746588996,12.7059622589,0,0,0,12,12,752,268
reference_NY46__paper_roles,2019-01-08 14:00:00,5.02894062891,8.48627365861,0,0,0,12,12,368,60
reference_NY46__paper_roles,2019-01-08 15:00:00,2.03209311212,4.06828191994,0,0,0,12,12,1,1
reference_NY46__paper_roles,2019-01-08 16:00:00,4.79213275702,8.41403388921,0,0,0,14,14,299,57
reference_NY46__paper_roles,2019-01-08 17:00:00,5.58874014371,10.2332047083,0,0,0,10,10,577,127
reference_NY46__paper_roles,2019-01-08 18:00:00,9.47923311162,32.1204278987,0,0,0,12,12,3383,2657
reference_NY46__paper_roles,2019-01-08 19:00:00,11.8457418903,48.817852738,0,0,0,12,12,5262,4110
reference_NY46__paper_roles,2019-01-08 20:00:00,11.1800187684,38.142391362,0,0,0,12,12,4781,3251
reference_NY46__paper_roles,2019-01-08 21:00:00,18.1364591926,37.5203185126,0,0,0,12,12,7884,3186
reference_NY46__paper_roles,2019-01-08 22:00:00,14.965256389,35.3087525906,0,0,0,12,12,6929,2975
reference_NY46__paper_roles,2019-01-08 23:00:00,13.0261968116,33.5373151363,0,0,0,12,12,5993,2806
reference_NY46__paper_roles,2019-01-09 00:00:00,12.7431161214,20.7666893324,0,0,0,12,12,5828,1237
reference_NY46__paper_roles,2019-01-09 01:00:00,13.7137917957,66.3235142759,0,0,0,12,12,6384,5094
reference_NY46__paper_roles,2019-01-09 02:00:00,14.2228213298,50.8884673409,0,0,0,12,12,6623,4253
reference_NY46__paper_roles,2019-01-09 03:00:00,17.125398957,80.7599320448,0,0,0,12,12,7653,5653
reference_NY46__paper_roles,2019-01-09 04:00:00,15.4499377721,44.4831826442,0,0,0,12,12,7117,3774
reference_NY46__paper_roles,2019-01-09 05:00:00,10.4960112063,30.8560585641,0,0,0,12,12,4238,2524
reference_NY46__paper_roles,2019-01-09 06:00:00,8.29459126213,19.7646140998,0,0,0,12,12,2335,1103
reference_NY46__paper_roles,2019-01-09 07:00:00,10.0482562554,53.4274575285,0,0,0,12,12,3888,4433
reference_NY46__paper_roles,2019-01-09 08:00:00,8.43401655037,54.5634417083,0,0,0,12,12,2465,4497
reference_NY46__paper_roles,2019-01-09 09:00:00,9.86010952695,80.0718426076,0,0,0,12,12,3728,5626
reference_NY46__paper_roles,2019-01-09 10:00:00,10.0740183889,94.8859760502,0,0,0,12,12,3902,6097
reference_NY46__paper_roles,2019-01-09 11:00:00,11.8794168473,110.95392912,0,0,0,12,12,5299,6449
reference_NY46__paper_roles,2019-01-09 12:00:00,11.553652046,104.61570988,0,0,0,12,12,5050,6338
reference_NY46__paper_roles,2019-01-09 13:00:00,12.080833501,108.443739028,0,0,0,12,12,5449,6405
reference_NY46__paper_roles,2019-01-09 14:00:00,10.8513575265,94.1311648696,0,0,0,12,12,4527,6071
reference_NY46__paper_roles,2019-01-09 15:00:00,10.5520737259,94.4235394428,0,0,0,12,12,4296,6079
reference_NY46__paper_roles,2019-01-09 16:00:00,9.23931745007,83.1888790697,0,0,0,12,12,3174,5729
reference_NY46__paper_roles,2019-01-09 17:00:00,9.20498078535,112.312958721,0,0,0,12,12,3143,6474
reference_NY46__paper_roles,2019-01-09 18:00:00,10.5234883616,121.033054069,0,0,0,12,12,4269,6636
reference_NY46__paper_roles,2019-01-09 19:00:00,8.3050493219,110.661616653,0,0,0,12,12,2348,6441
reference_NY46__paper_roles,2019-01-09 20:00:00,6.22722900646,78.1276344546,0,0,0,12,12,857,5556
reference_NY46__paper_roles,2019-01-09 21:00:00,7.37944382874,91.7994096784,0,0,0,12,12,1608,5995
reference_NY46__paper_roles,2019-01-09 22:00:00,12.5742793456,65.3357314277,0,0,0,12,12,5741,5054
reference_NY46__paper_roles,2019-01-09 23:00:00,8.78517669188,62.7706286051,0,0,0,12,12,2771,4928
reference_NY46__paper_roles,2019-01-10 00:00:00,9.8923465012,38.5084531487,0,0,0,12,12,3754,3290
reference_NY46__paper_roles,2019-01-10 01:00:00,9.9035323273,36.8294531547,0,0,0,12,12,3765,3128
reference_NY46__paper_roles,2019-01-10 02:00:00,9.80144158658,35.7919214481,0,0,0,12,12,3668,3022
reference_NY46__paper_roles,2019-01-10 03:00:00,10.2465778101,45.4331499999,0,0,0,12,12,4037,3849
reference_NY46__paper_roles,2019-01-10 04:00:00,11.4131648179,39.9223382734,0,0,0,12,12,4957,3422
reference_NY46__paper_roles,2019-01-10 05:00:00,9.76515516816,29.905393597,0,0,0,12,12,3634,2420
reference_NY46__paper_roles,2019-01-10 06:00:00,4.8936492189,17.6700138725,0,0,0,12,12,336,806
reference_NY46__paper_roles,2019-01-10 07:00:00,4.86236508751,20.2837087377,0,0,0,12,12,325,1168
reference_NY46__paper_roles,2019-01-10 08:00:00,3.7577455685,21.577136065,0,0,0,12,12,100,1346
reference_NY46__paper_roles,2019-01-10 09:00:00,5.24458677193,54.0643618414,0,0,0,12,12,450,4468
reference_NY46__paper_roles,2019-01-10 10:00:00,6.61625026632,77.2797256915,0,0,0,12,12,1102,5522
reference_NY46__paper_roles,2019-01-10 11:00:00,10.1532660515,84.4854445208,0,0,0,12,12,3964,5778
reference_NY46__paper_roles,2019-01-10 12:00:00,8.33722445699,66.2259518388,0,0,0,12,12,2382,5089
reference_NY46__paper_roles,2019-01-10 13:00:00,7.77760851121,52.399175041,0,0,0,12,12,1922,4358
reference_NY46__paper_roles,2019-01-10 14:00:00,7.68317210858,35.0878768565,0,0,0,12,12,1857,2954
reference_NY46__paper_roles,2019-01-10 15:00:00,6.14400563414,32.5248433148,0,0,0,12,12,814,2697
reference_NY46__paper_roles,2019-01-10 16:00:00,5.70260975234,37.4452894064,0,0,0,12,12,626,3176
reference_NY46__paper_roles,2019-01-10 17:00:00,7.97867963351,52.7082776951,0,0,0,12,12,2076,4375
reference_NY46__paper_roles,2019-01-10 18:00:00,8.71092823226,43.7923756538,0,0,0,12,12,2688,3715
reference_NY46__paper_roles,2019-01-10 19:00:00,5.99777523454,23.7808491934,0,0,0,12,12,747,1650
reference_NY46__paper_roles,2019-01-10 20:00:00,6.4579232922,27.9250106636,0,0,0,12,12,1010,2180
reference_NY46__paper_roles,2019-01-10 21:00:00,7.03645064457,27.2829385149,0,0,0,12,12,1361,2109
reference_NY46__paper_roles,2019-01-10 22:00:00,8.91387192105,20.1386897165,0,0,0,12,12,2903,1152
reference_NY46__paper_roles,2019-01-10 23:00:00,13.0517886201,35.9287015849,0,0,0,12,12,6007,3038
